[Điều Tra|Hình Sự] Memories Of Murder 2003 1080p BluRay DTS x264-CtrlHD ~ Hồi Ức Kẻ Sát Nhân,https://www.fshare.vn/file/LWF55Y6QTQX6, Salinui.chueok.2003.1080p.BluRay.DTS.x264-CtrlHD.srt,  195.43 KB
[Hài Hước|Viễn Tưởng] The Truman Show (1998) 1080p BluRay DTS x264 D-Z0N3~ Chương trình Truman,https://www.fshare.vn/file/5SBV6Y1XF1IB, The.Truman.Show.1998.1080p.BluRay.DTS.x264.D-Z0N3.mkv,  9.71 GB
[Hài Hước|Viễn Tưởng] The Truman Show (1998) 1080p BluRay DTS x264 D-Z0N3~ Chương trình Truman,https://www.fshare.vn/file/63KCSMF2NXDS, The.Truman.Show.1998.1080p.BluRay.DTS.x264.D-Z0N3.srt,  167.53 KB
[Hành Động|Thể Thao] Rush 2013 720p Blu-ray DD5.1 x264-HiDt ~ Đường Đua Nghẹt Thở,https://www.fshare.vn/file/565XYSR9N8UE, Rush.2013.720p.Blu-ray.DD5.1.x264-HiDt.mkv,  6.07 GB
[Hành Động|Thể Thao] Rush 2013 720p Blu-ray DD5.1 x264-HiDt ~ Đường Đua Nghẹt Thở,https://www.fshare.vn/file/Z8RWZXHAN8XO, Rush.2013.720p.Blu-ray.DD5.1.x264-HiDt.srt,  230.38 KB
[Chính kịch] Persona (1966) Criterion 720p BluRay x264-CtrlHD ~ Mặt Nạ,https://www.fshare.vn/file/RX4IZ4D6GIYZ, Persona.1966.Criterion.720p.BluRay.x264-CtrlHD.mkv,  5.66 GB
[Chính kịch] Persona (1966) Criterion 720p BluRay x264-CtrlHD ~ Mặt Nạ,https://www.fshare.vn/file/FI1DFTJ16IQV, Persona.1966.Criterion.720p.BluRay.x264-CtrlHD.srt,  103.36 KB
[Kinh Điển|Phiêu Lưu] Wages of Fear 1953 720p BluRay x264-DON ~ Giá Của Nỗi Sợ Hãi,https://www.fshare.vn/file/1GUNGYBCH4THQXAA, Wages.of.Fear.1953.720p.BluRay.x264-DON.mkv,  6.56 GB
[Sử Thi|Hành Động] Ben-Hur (1959) Annvrsr Edt 1080p BluRay DTS x264 D-Z0N3~ Sử Thi Về Ben-Hur,https://www.fshare.vn/file/YIBRORJ4MLTZ, Ben-Hur.1959.Annvrsr.Edt.1080p.BluRay.DTS.x264.D-Z0N3.Part.1.mkv,  12.18 GB
[Sử Thi|Hành Động] Ben-Hur (1959) Annvrsr Edt 1080p BluRay DTS x264 D-Z0N3~ Sử Thi Về Ben-Hur,https://www.fshare.vn/file/AU5VQP5BSTGJ, Ben-Hur.1959.Annvrsr.Edt.1080p.BluRay.DTS.x264.D-Z0N3.Part.2.mkv,  6.91 GB
[Sử Thi|Hành Động] Ben-Hur (1959) Annvrsr Edt 1080p BluRay DTS x264 D-Z0N3~ Sử Thi Về Ben-Hur,https://www.fshare.vn/file/LM1XF2P58IJX, Ben-Hur.1959.Annvrsr.Edt.1080p.BluRay.DTS.x264.D-Z0N3.Part.1.srt,  164.04 KB
[Sử Thi|Hành Động] Ben-Hur (1959) Annvrsr Edt 1080p BluRay DTS x264 D-Z0N3~ Sử Thi Về Ben-Hur,https://www.fshare.vn/file/U4OV5ORJ2HXZ, Ben-Hur.1959.Annvrsr.Edt.1080p.BluRay.DTS.x264.D-Z0N3.Part.2.srt,  60.62 KB
[Giả Tưởng] Stalker (1979) 1080p BluRay REMUX AVC FLAC 1.0-EPSiLON ~ Kẻ Rình Mò,https://www.fshare.vn/file/73LHD5C1TS6A, Stalker.1979.1080p.BluRay.REMUX.AVC.FLAC.1.0-EPSiLON.mkv,  34.99 GB
[Giả Tưởng] Stalker (1979) 1080p BluRay REMUX AVC FLAC 1.0-EPSiLON ~ Kẻ Rình Mò,https://www.fshare.vn/file/1KIIUE7JS5Z9, Stalker.1979.1080p.BluRay.REMUX.AVC.FLAC.1.0-EPSiLON.srt,  156.19 KB
[Fshare|Lịch Sử]The Passion of Joan of Arc (1928) 1080p BluRay REMUX AVC DTSHD MA5.1~Bài Ca Khổ Hình,https://www.fshare.vn/file/NJHIS8IL7UFC, The.Passion.of.Joan.of.Arc.1928.1080p.BluRay.REMUX.AVC.DTS-HD.MA.5.1-EPSiLON.srt,  41.47 KB
[Tâm Lý|Lịch Sử] Hotel Rwanda 2004 1080p BluRay DTS x264-CtrlHD ~  Khách Sạn Rwanda,https://www.fshare.vn/file/JOI8BN4ASUL6, Hotel.Rwanda.2004.1080p.BluRay.DTS.x264-CtrlHD.mkv,  10.66 GB
[Tâm Lý|Lịch Sử] Hotel Rwanda 2004 1080p BluRay DTS x264-CtrlHD ~  Khách Sạn Rwanda,https://www.fshare.vn/file/A4IVNCG1H4TJ, Hotel.Rwanda.2004.1080p.BluRay.DTS.x264-CtrlHD.srt,  225.60 KB
[Hành Động|Hài] The Grand Budapest Hotel 2014 1080p BluRay DTS x264-HDMaNiAcS ~ Khách Sạn Đế Vương,https://www.fshare.vn/file/LODJBPCBA8XQ, The.Grand.Budapest.Hotel.2014.1080p.BluRay.DTS.x264-HDMaNiAcS.mkv,  9.55 GB
[Hành Động|Hài] The Grand Budapest Hotel 2014 1080p BluRay DTS x264-HDMaNiAcS ~ Khách Sạn Đế Vương,https://www.fshare.vn/file/52LKSX27IOP5, The.Grand.Budapest.Hotel.2014.1080p.BluRay.DTS.x264-HDMaNiAcS.srt,  112.87 KB
[Tâm Lý] Stand By Me (1986) BluRay 1080p DTS dxva-LoNeWolf ~ Hãy Đứng Bên Tôi,https://www.fshare.vn/file/2LM11SMG662H, Stand.By.Me.1986.BluRay.1080p.DTS.dxva-LoNeWolf.mkv,  12.85 GB
[Tâm Lý] Stand By Me (1986) BluRay 1080p DTS dxva-LoNeWolf ~ Hãy Đứng Bên Tôi,https://www.fshare.vn/file/FFLG9LWJNFUR, Stand.By.Me.1986.BluRay.1080p.DTS.dxva-LoNeWolf.srt,  153.88 KB
[Chính Kịch|Tâm Lý] In the Name of the Father (1993) 1080p BluRay-FANDANGO ~Nhân Danh Người Cha,https://www.fshare.vn/file/JNG2NTVPMPDF, In.The.Name.Of.The.Father.1993.1080p.BluRay.DTS.x264-FANDANGO.mkv,  16.07 GB
[Chính Kịch|Tâm Lý] In the Name of the Father (1993) 1080p BluRay-FANDANGO ~Nhân Danh Người Cha,https://www.fshare.vn/file/DNU3KBMXKOJAJNBB, In.The.Name.Of.The.Father.1993.1080p.BluRay.DTS.x264-FANDANGO.srt,  292.07 KB
[Hài] Rang De Basanti (2006) 1080p Blu-ray Remux AVC DTS-HD MA 5.1-KRaLiMaRKo ~ Hãy Sơn Màu Vàng,https://www.fshare.vn/file/FEHZ7S3P44YA, Rang De Basanti 2006 Repack 1080p Blu-ray Remux AVC DTS-HD MA 5.1 - KRaLiMaRKo.mkv,  35.41 GB
[Hài] Rang De Basanti (2006) 1080p Blu-ray Remux AVC DTS-HD MA 5.1-KRaLiMaRKo ~ Hãy Sơn Màu Vàng,https://www.fshare.vn/file/6BTVQP2W5PUT, Rang De Basanti 2006 Repack 1080p Blu-ray Remux AVC DTS-HD MA 5.1 - KRaLiMaRKo.srt,  278.61 KB
[Hành Động|Chiến Tranh] Platoon (1986) 1080p BluRay DTS x264-SbR ~ Trung Đội,https://www.fshare.vn/file/KGBU5UL4HR7G, Platoon.1986.1080p.BluRay.DTS.x264-SbR.mkv,  15.97 GB
[Hành Động|Chiến Tranh] Platoon (1986) 1080p BluRay DTS x264-SbR ~ Trung Đội,https://www.fshare.vn/file/O2YH7BMWG9N6, Platoon.1986.1080p.BluRay.DTS.x264-SbR.srt,  191.17 KB
[Kinh Điển|Hài] It Happened One Night 1934 Criterion 1080p Bluray Remux AVC~Chuyện Xảy Ra Trong Đêm,https://www.fshare.vn/file/QLHFDA1ZNZPC, It.Happened.One.Night.1934.Criterion.1080p.Bluray.Remux.AVC.LPCM.1.0-PCH.mkv,  18.55 GB
[Kinh Điển|Sử Thi] Andrei Rublev 1966 1080p BluRay REMUX AVC FLAC 2.0 ~ Danh Họa Andrey Rublyov,https://www.fshare.vn/file/4C6K15BXF1NU, Andrei.Rublev.1966.1080p.BluRay.REMUX.AVC.FLAC.2.0-EPSiLON.mkv,  39.11 GB
[Fshare|Hài] Life of Brian (1979) BluRay 1080p TrueHD H264 Remux-decibeL ~ Cuộc Sống Của Brian,https://www.fshare.vn/file/EDDJAIIQW134, Life.of.Brian.1979.BluRay.1080p.TrueHD.H264.Remux-decibeL.mkv,  20.72 GB
[Fshare|Hài] Life of Brian (1979) BluRay 1080p TrueHD H264 Remux-decibeL ~ Cuộc Sống Của Brian,https://www.fshare.vn/file/T3NRMHD32SJ3, Life.of.Brian.1979.BluRay.1080p.TrueHD.H264.Remux-decibeL.srt,  126.07 KB
[Hình Sự|Hài] Wild Tales 2014 1080p BluRay REMUX AVC DTS-HD MA 5.1-EPSiLON~Những Câu Chuyện Hoang Dã,https://www.fshare.vn/file/2W16IQYA83GQ, Wild.Tales.2014.1080p.BluRay.REMUX.AVC.DTS-HD.MA.5.1-EPSiLON.mkv,  32.95 GB
[Hình Sự|Hài] Wild Tales 2014 1080p BluRay REMUX AVC DTS-HD MA 5.1-EPSiLON~Những Câu Chuyện Hoang Dã,https://www.fshare.vn/file/YFVXSUK4HVOH, Wild.Tales.2014.1080p.BluRay.REMUX.AVC.DTS-HD.MA.5.1-EPSiLON.srt,  95.86 KB
[Phiêu Lưu|Chính Kịch] Into The Wild 2007 1080p BluRay DTS x264 D-Z0N3 ~ Vào Nơi Hoang Dã,https://www.fshare.vn/file/KU9HD46AKRWZ, Into.The.Wild.2007.1080p.BluRay.DTS.x264.D-Z0N3.mkv,  17.07 GB
[Phiêu Lưu|Chính Kịch] Into The Wild 2007 1080p BluRay DTS x264 D-Z0N3 ~ Vào Nơi Hoang Dã,https://www.fshare.vn/file/EOW9BID3X82B, Into.The.Wild.2007.1080p.BluRay.DTS.x264.D-Z0N3.srt,  189.47 KB
[Điều Tra|Hình Sự] Gone Girl 2014 1080p Bluray DTS x264-HDMaNiAcS ~ Cô Gái Mất Tích,https://www.fshare.vn/file/KDW7Z6HNMU4O, Gone.Girl.2014.1080p.Bluray.DTS.x264-HDMaNiAcS.mkv,  17.87 GB
[Điều Tra|Hình Sự] Gone Girl 2014 1080p Bluray DTS x264-HDMaNiAcS ~ Cô Gái Mất Tích,https://www.fshare.vn/file/U2ELIKYTZ7S4, Gone.Girl.2014.1080p.Bluray.DTS.x264-HDMaNiAcS.srt,  361.79 KB
[Chính Kịch|Chiến Tranh] Hacksaw Ridge 2016 Hybrid 1080p BluRay DD5.1 x264 ~ Người Hùng Không Súng,https://www.fshare.vn/file/W7VNA7VL11RI, Hacksaw.Ridge.2016.Hybrid.1080p.BluRay.DD5.1.x264-DON.mkv,  11.60 GB
[Chính Kịch|Chiến Tranh] Hacksaw Ridge 2016 Hybrid 1080p BluRay DD5.1 x264 ~ Người Hùng Không Súng,https://www.fshare.vn/file/2EKE2QB38M5M, Hacksaw.Ridge.2016.Hybrid.1080p.BluRay.DD5.1.x264-DON.srt,  88.27 KB
[Kinh Điển|Tâm Lý] Tokyo Story 1953 CC Bluray Remux AVC LPCM 1.0-RuTracker ~ Câu Chuyện Tokyo,https://www.fshare.vn/file/IIS51H2LKS1H, Tokyo.Story.aka.Tokyo.monogatari.1953.Criterion.Collection.Bluray.Remux.AVC.LPCM.1.0-RuTracker.srt,  163.30 KB
[Bí Ẩn|Tâm Lý] Shutter Island 2010 1080p BluRay x264-EbP ~ Đảo Kinh Hoàng,https://www.fshare.vn/file/LT4R7HJWRSFF, Shutter.Island.2010.1080p.BluRay.x264-EbP.mkv,  13.15 GB
[Bí Ẩn|Tâm Lý] Shutter Island 2010 1080p BluRay x264-EbP ~ Đảo Kinh Hoàng,https://www.fshare.vn/file/6UIRZDMSR58F, Shutter.Island.2010.1080p.BluRay.x264-EbP.srt,  133.98 KB
[Kinh Điển] Sunrise: A Song of Two Humans 1927 720p BluRay x264-CtrlHD ~ Bình Minh,https://www.fshare.vn/file/GLBJIPO3ZJF7, Sunrise.A.Song.of.Two.Humans.1927.720p.BluRay.x264-CtrlHD.mkv,  4.62 GB
[Kinh Điển] Rebecca 1940 1080p BluRay x264-DON ~ Nàng Rebecca,https://www.fshare.vn/file/NCI8AKNA8Z22, Rebecca.1940.1080p.BluRay.x264-DON.mkv,  23.39 GB
[Kinh Điển] Rebecca 1940 1080p BluRay x264-DON ~ Nàng Rebecca,https://www.fshare.vn/file/5UMA95MHBU1C, Rebecca.1940.1080p.BluRay.x264-DON.srt,  187.00 KB
[Hành Động|Võ Thuật]Kill Bill Duology (2003-2004) REPACK 1080p BluRay AC3 x264-CtrlHD~Cô Dâu Báo Thù,https://www.fshare.vn/file/D48JRVVGC2ZK, Kill.Bill.Vol.1.2003.REPACK.1080p.BluRay.AC3.x264-CtrlHD.mkv,  13.26 GB
[Hành Động|Võ Thuật]Kill Bill Duology (2003-2004) REPACK 1080p BluRay AC3 x264-CtrlHD~Cô Dâu Báo Thù,https://www.fshare.vn/file/1W5R4Y94J4OR, Kill.Bill.Vol.1.2003.REPACK.1080p.BluRay.AC3.x264-CtrlHD.srt,  96.82 KB
[Hành Động|Võ Thuật]Kill Bill Duology (2003-2004) REPACK 1080p BluRay AC3 x264-CtrlHD~Cô Dâu Báo Thù,https://www.fshare.vn/file/7QTOMT2FP2US, Kill.Bill.Vol.2.2004.REPACK.1080p.BluRay.AC3.x264-CtrlHD.mkv,  15.75 GB
[Hành Động|Võ Thuật]Kill Bill Duology (2003-2004) REPACK 1080p BluRay AC3 x264-CtrlHD~Cô Dâu Báo Thù,https://www.fshare.vn/file/JY1W7Z6ITBQL, Kill.Bill.Vol.2.2004.REPACK.1080p.BluRay.AC3.x264-CtrlHD.srt,  160.35 KB
[Hành Động|Tâm Lý] Cool Hand Luke (1967) 1080p  BluRay x264-ESiR ~  Người Tù Dũng Cảm,https://www.fshare.vn/file/2J9DSNJJT8EY, Cool.Hand.Luke.1967.1080p.BluRay.x264-ESiR.mkv,  7.93 GB
[Hành Động|Tâm Lý] Cool Hand Luke (1967) 1080p  BluRay x264-ESiR ~  Người Tù Dũng Cảm,https://www.fshare.vn/file/IJWPHZ91468C, Cool.Hand.Luke.1967.1080p.BluRay.x264-ESiR.srt,  160.72 KB
[Fshare|Chiến Tranh] Come and See (1985) 1080p Bluray Remux AVC LPCM 2.0-NTL ~  Đến Và Xem,https://www.fshare.vn/file/TWSY6PQB1W9ACJI, Come.and.See.1985.1080p.Bluray.Remux.AVC.LPCM.2.0-NTL.mkv,  35.19 GB
[Fshare|Chiến Tranh] Come and See (1985) 1080p Bluray Remux AVC LPCM 2.0-NTL ~  Đến Và Xem,https://www.fshare.vn/file/DYIBTWS1H3Q3W5M, Come.and.See.1985.1080p.Bluray.Remux.AVC.LPCM.2.0-NTL.srt,  86.22 KB
[Hình Sự|Hài] The Big Lebowski (1998) 1080p BluRay DTS x264 D-Z0N3 ~ Tay Công Tử Lười Biếng,https://www.fshare.vn/file/IDZNZPB4D9UA, The.Big.Lebowski.1998.1080p.BluRay.DTS.x264.D-Z0N3.mkv,  9.43 GB
[Hình Sự|Hài] The Big Lebowski (1998) 1080p BluRay DTS x264 D-Z0N3 ~ Tay Công Tử Lười Biếng,https://www.fshare.vn/file/M8XQOUYZUYYP, The.Big.Lebowski.1998.1080p.BluRay.DTS.x264.D-Z0N3.srt,  276.49 KB
[Kinh Dị] The Thing (1982) CE 1080p BluRay REMUX AVC DTS-HD MA 5.1-PrivateHD ~ Quái Vật Biến Hình,https://www.fshare.vn/file/IALWF6BQJ73J, The.Thing.1982.Collectors.Edition.1080p.BluRay.REMUX.AVC.DTS-HD.MA.5.1-PrivateHD.mkv,  28.53 GB
[Kinh Dị] The Thing (1982) CE 1080p BluRay REMUX AVC DTS-HD MA 5.1-PrivateHD ~ Quái Vật Biến Hình,https://www.fshare.vn/file/NZSORIZ5HQYB, The.Thing.1982.Collectors.Edition.1080p.BluRay.REMUX.AVC.DTS-HD.MA.5.1-PrivateHD.srt,  57.22 KB
[Chính Kịch|Chiến Tranh] The Deer Hunter 1978 720p BluRay DTS x264-ESiR ~ Kẻ Săn Hươu,https://www.fshare.vn/file/WUBN23YDNV74, The.Deer.Hunter.1978.720p.BluRay.DTS.x264-ESiR.mkv,  10.00 GB
[Chính Kịch|Chiến Tranh] The Deer Hunter 1978 720p BluRay DTS x264-ESiR ~ Kẻ Săn Hươu,https://www.fshare.vn/file/YCKINFVUBSQ1, The.Deer.Hunter.1978.720p.BluRay.DTS.x264-ESiR.srt,  78.33 KB
[Tâm Lý|Chính Kịch] There Will Be Blood (2007) 720p BluRay DTS x264 -ESiR~ Máu Sẽ Phải Đổ,https://www.fshare.vn/file/2P1TPUVL27KZ, There.Will.Be.Blood.2007.720p.BluRay.DTS.x264-ESiR.mkv,  7.93 GB
[Chính Kịch] Winter Sleep 2014 1080p BluRay Remux DTS 5.1 x264-NTL ~ Ngủ Đông,https://www.fshare.vn/file/W4HWQOYID1RH, Winter Sleep 2014 1080p BluRay Remux DTS 5.1 x264-NTL.mkv,  37.04 GB
[Chính Kịch] Winter Sleep 2014 1080p BluRay Remux DTS 5.1 x264-NTL ~ Ngủ Đông,https://www.fshare.vn/file/6FEGSD6HLABI, Winter Sleep 2014 1080p BluRay Remux DTS 5.1 x264-NTL.srt,  225.32 KB
[Sử Thi|Hành Động] Lagaan: Once Upon a Time in India 2001 480p DVDRip ~ Thuế: Ấn Độ Thủa Xưa,https://www.fshare.vn/file/3EHY5HR665VPOYJK, Lagaan.Once.Upon.a.Time.in.India.2001.480p.DVDRip.AVC-SCKosmos.mkv,  3.23 GB
[Sử Thi|Hành Động] Lagaan: Once Upon a Time in India 2001 480p DVDRip ~ Thuế: Ấn Độ Thủa Xưa,https://www.fshare.vn/file/1SK6VPJDZJFA, Lagaan.Once.Upon.a.Time.in.India.2001.480p.DVDRip.AVC-SCKosmos.srt,  314.69 KB
[Giả Tưởng|Hành Động] Akira 1988 1080p BluRay DTS x264-THORA ~ Chúa Tể Akira,https://www.fshare.vn/file/OXF1IAM1YH9K, Akira.1988.1080p.BluRay.DTS.x264-THORA.mkv,  10.93 GB
[Giả Tưởng|Hành Động] Akira 1988 1080p BluRay DTS x264-THORA ~ Chúa Tể Akira,https://www.fshare.vn/file/83HVRUPOZP8T, Akira.1988.1080p.BluRay.DTS.x264-THORA.srt,  180.74 KB
[Fshare] Beauty and the Beast (1991) 1080p BluRay DTS x264-ESiR ~ Người Đẹp Và Quái Vật,https://www.fshare.vn/file/KOJDW716L7YY, Beauty.and.the.Beast.1991.1080p.BluRay.DTS.x264-ESiR.mkv,  8.01 GB
[Fshare] Beauty and the Beast (1991) 1080p BluRay DTS x264-ESiR ~ Người Đẹp Và Quái Vật,https://www.fshare.vn/file/X8Z49QLJM8YY, Beauty.and.the.Beast.1991.1080p.BluRay.DTS.x264-ESiR.srt,  185.72 KB
[Kinh Điển|Tâm Lý] Fanny och Alexander 1982 Blu-ray CC 1080p AVC DTS-HD MA 1.0 ~ Fanny Và Alexander,https://www.fshare.vn/file/TBU4OSPTS7BP, Fanny och Alexander 1982 Blu-ray Criterion Collection 1080p AVC DTS-HD MA 1.0-v99.mkv,  42.79 GB
[Kinh Điển|Tâm Lý] Fanny och Alexander 1982 Blu-ray CC 1080p AVC DTS-HD MA 1.0 ~ Fanny Và Alexander,https://www.fshare.vn/file/XDQC6JWNBCI7, Fanny och Alexander 1982 Blu-ray Criterion Collection 1080p AVC DTS-HD MA 1.0-v99.srt,  454.10 KB
[Chiến Tranh] The Battle of Algiers (1966) 1080p Bluray FLAC1.0 x264-DON ~ Cuộc Chiến Giành Độc Lập,https://www.fshare.vn/file/KKSZBA7VINID, La.battaglia.di.Algeri.1966.1080p.Bluray.FLAC1.0.x264-DON.mkv,  13.16 GB
[Chiến Tranh] The Battle of Algiers (1966) 1080p Bluray FLAC1.0 x264-DON ~ Cuộc Chiến Giành Độc Lập,https://www.fshare.vn/file/4WYWBJHK3IY4, La.battaglia.di.Algeri.1966.1080p.Bluray.FLAC1.0.x264-DON.srt,  86.84 KB
[Hành Động|Hình Sự] Drishyam (2015 &amp; 2013) 1080p Bluray DTS x264 ~ Bằng Chứng Ngoại Phạm,https://www.fshare.vn/file/HARPYFZG2JBL, Drishyam.2015.BluRay.1080p.x264.DTS-HDChina.srt,  179.23 KB
[Hành Động|Hình Sự] Drishyam (2015 &amp; 2013) 1080p Bluray DTS x264 ~ Bằng Chứng Ngoại Phạm,https://www.fshare.vn/file/9KS1FTL6UFC4, Drishyam 2013 1080p BluRay DTS x264-VietHD.mkv,  11.83 GB
[Hành Động|Hình Sự] Drishyam (2015 &amp; 2013) 1080p Bluray DTS x264 ~ Bằng Chứng Ngoại Phạm,https://www.fshare.vn/file/IHITFAVCPB6M, Drishyam 2013 1080p BluRay DTS x264-VietHD.srt,  358.82 KB
[Hành Động|Hình Sự] Drishyam (2015 &amp; 2013) 1080p Bluray DTS x264 ~ Bằng Chứng Ngoại Phạm,https://www.fshare.vn/file/TAN8T66Y5JZ4, Dris.2015.part1.rar,  4.00 GB
[Hành Động|Hình Sự] Drishyam (2015 &amp; 2013) 1080p Bluray DTS x264 ~ Bằng Chứng Ngoại Phạm,https://www.fshare.vn/file/2X6R2RD9UAKO, Dris.2015.part2.rar,  4.00 GB
[Hành Động|Hình Sự] Drishyam (2015 &amp; 2013) 1080p Bluray DTS x264 ~ Bằng Chứng Ngoại Phạm,https://www.fshare.vn/file/7XU6Z8WLYQKB, Dris.2015.part3.rar,  4.00 GB
[Hành Động|Hình Sự] Drishyam (2015 &amp; 2013) 1080p Bluray DTS x264 ~ Bằng Chứng Ngoại Phạm,https://www.fshare.vn/file/1DH3NRKAEX6R, Dris.2015.part4.rar,  3.33 GB
[Chiến Tranh] Tangerines 2013 1080i Bluray Remux AVC DD5.1-NTL ~  Khu Vườn Quýt,https://www.fshare.vn/file/9AFYCH64SFDD, Tangerines.aka.Mandariinid.2013.1080i.Bluray.Remux.AVC.DD5.1-NTL.mkv,  12.04 GB
